"polarityid";"tweetid";"entity";"type";"value"
"26986";"149095623415697408";"Rajoy";"AGREEMENT";"P"
"26987";"149096726031114240";;"AGREEMENT";"NEU"
"26988";"149096726031114240";"Zapatero";"AGREEMENT";"NEU"
"26989";"149096975906770944";;"AGREEMENT";"P+"
"26990";"149096975906770944";"Rajoy";"AGREEMENT";"P+"
"26991";"149096975906770944";"ZP";"AGREEMENT";"P+"
"26992";"149097013705850882";;"AGREEMENT";"P+"
"26993";"149097013705850882";"Rajoy";"AGREEMENT";"P"
"26994";"149097013705850882";"Zapatero";"AGREEMENT";"P"
"26995";"149097741774110720";;"AGREEMENT";"N"
"26996";"149097741774110720";"Zapatero";"AGREEMENT";"N"
"26997";"149097741774110720";"Rubalcaba";"AGREEMENT";"N"
"26998";"149098733819269121";;"AGREEMENT";"NONE"
"26999";"149100743549394944";;"AGREEMENT";"N"
"27000";"149100743549394944";"Amaiur";"AGREEMENT";"N"
"27001";"149107489240125440";;"DISAGREEMENT";"P"
"27002";"149107489240125440";"PP";"DISAGREEMENT";"P"
"27003";"149107489240125440";"Rajoy";"AGREEMENT";"P+"
"27004";"149109486869684224";;"AGREEMENT";"NEU"
"27005";"149110456257224704";;"AGREEMENT";"P+"
"27006";"149110456257224704";"Rajoy";"AGREEMENT";"P+"
"27007";"149110738181562368";;"AGREEMENT";"NONE"
"27008";"149112011115073536";;"AGREEMENT";"P+"
"27009";"149112011115073536";"Rajoy";"AGREEMENT";"P+"
"27010";"149132199768231936";;"AGREEMENT";"P"
"27011";"149132199768231936";"@julianrojaso";"AGREEMENT";"P"
"27012";"149136575714955264";;"AGREEMENT";"P+"
"27013";"149136575714955264";"@hattorimami";"AGREEMENT";"P+"
"27014";"149136575714955264";"@Buenafuente";"AGREEMENT";"P+"
"27015";"149138500455890944";;"AGREEMENT";"NONE"
"27016";"149147860842184705";;"AGREEMENT";"N"
"27017";"149147860842184705";"@evocaimagen";"AGREEMENT";"N"
"27018";"149147860842184705";"@pepecerezo";"AGREEMENT";"N"
"27019";"149147860842184705";"@gonzalomartin";"AGREEMENT";"N"
"27020";"149147860842184705";"@mkdirecto";"AGREEMENT";"N"
"27021";"149148902367571968";;"DISAGREEMENT";"NEU"
"27022";"149152721461706754";;"AGREEMENT";"P"
"27023";"149152721461706754";"Rajoy";"AGREEMENT";"P"
"27024";"149166634895020033";;"AGREEMENT";"P+"
"27025";"149173980765491201";;"AGREEMENT";"P+"
"27026";"149174948118802432";;"DISAGREEMENT";"NEU"
"27027";"149176740974039042";;"AGREEMENT";"P+"
"27028";"149176740974039042";"Duran";"AGREEMENT";"P+"
"27029";"149176740974039042";"Govern";"AGREEMENT";"P+"
"27030";"149189370585419776";;"AGREEMENT";"N"
"27031";"149197259337244672";;"AGREEMENT";"NONE"
"27032";"149197968526950400";;"AGREEMENT";"P+"
"27033";"149197968526950400";"Zapatero";"AGREEMENT";"P+"
"27034";"149197968526950400";"Rajoy";"AGREEMENT";"P+"
"27035";"149199078801162240";;"AGREEMENT";"NONE"
"27036";"149199132848963585";;"AGREEMENT";"NONE"
"27037";"149202123236704256";;"AGREEMENT";"P+"
"27038";"149202123236704256";"Yes_We_Spain,_IS_DIFFERENT";"AGREEMENT";"P+"
"27039";"149202123236704256";"PALMA_DE_MALLORCA";"AGREEMENT";"P+"
"27040";"149216775949664258";;"AGREEMENT";"P+"
"27041";"149216775949664258";"Germán";"AGREEMENT";"P+"
"27042";"149217599392186368";;"AGREEMENT";"NONE"
"27043";"149223640980922368";;"AGREEMENT";"P+"
"27044";"149238245274824705";;"AGREEMENT";"P+"
"27045";"149238499063758848";;"AGREEMENT";"P"
"27046";"149238499063758848";"@iescolar";"AGREEMENT";"P"
"27047";"149239332065124352";;"AGREEMENT";"N"
"27048";"149241035493613568";;"AGREEMENT";"P+"
"27049";"149241035493613568";"Campofrío";"AGREEMENT";"P+"
"27050";"149243813523750912";;"AGREEMENT";"N"
"27051";"149243813523750912";"BCE";"AGREEMENT";"NEU"
"27052";"149246004036771840";;"AGREEMENT";"N+"
"27053";"149246004036771840";"Rajoy";"AGREEMENT";"N+"
"27054";"149248264124907520";;"AGREEMENT";"NONE"
"27055";"149248362913337344";;"AGREEMENT";"P"
"27056";"149251339216621568";;"AGREEMENT";"P+"
"27057";"149252604428423170";;"AGREEMENT";"NEU"
"27058";"149253973180809216";;"DISAGREEMENT";"NEU"
"27059";"149253973180809216";"@PalomaCervilla";"AGREEMENT";"N"
"27060";"149253973180809216";"@Federicoquevedo";"AGREEMENT";"N"
"27061";"149257825921667072";;"AGREEMENT";"P+"
"27062";"149270021103816705";;"AGREEMENT";"P+"
"27063";"149270021103816705";"@Campofrio_es";"AGREEMENT";"P+"
"27064";"149270021103816705";"Gila";"AGREEMENT";"P+"
"27065";"149285302740070400";;"AGREEMENT";"N"
"27066";"149285302740070400";"Gara";"AGREEMENT";"N"
"27067";"149285302740070400";"ETA";"AGREEMENT";"N"
"27068";"149386407713058817";;"AGREEMENT";"NONE"
"27069";"149395761690447873";;"AGREEMENT";"P"
"27070";"149412037292859393";;"AGREEMENT";"NONE"
"27071";"149415432632270848";;"DISAGREEMENT";"NEU"
"27072";"149425433077743617";;"AGREEMENT";"P+"
"27073";"149425433077743617";"Ivan";"AGREEMENT";"P+"
"27074";"149425433077743617";"@irodero";"AGREEMENT";"P+"
"27075";"149425572458668032";;"AGREEMENT";"P+"
"27076";"149425572458668032";"@DiegoMazon";"AGREEMENT";"P+"
"27077";"149428631217774593";;"AGREEMENT";"NONE"
"27078";"149430699206770689";;"AGREEMENT";"N+"
"27079";"149430925913108480";;"AGREEMENT";"NONE"
"27080";"149431296496631809";;"AGREEMENT";"P"
"27081";"149431296496631809";"Rajoy";"AGREEMENT";"P"
"27082";"149431296496631809";"BOE";"AGREEMENT";"P"
"27083";"149431767093358593";;"AGREEMENT";"P+"
"27084";"149431767093358593";"Hernán";"AGREEMENT";"P+"
"27085";"149431921548591106";;"AGREEMENT";"NONE"
"27086";"149431945724567553";;"AGREEMENT";"NONE"
"27087";"149432527818473472";;"AGREEMENT";"P"
"27088";"149439374713556992";;"AGREEMENT";"P"
"27089";"149439374713556992";"@accioncine";"AGREEMENT";"P"
"27090";"149444020454694912";;"AGREEMENT";"P"
"27091";"149444020454694912";"@MarianHCL";"AGREEMENT";"P"
"27092";"149444020454694912";"CírculoLogroñes";"AGREEMENT";"P"
"27093";"149444327356121088";;"AGREEMENT";"N+"
"27094";"149445561353908224";;"AGREEMENT";"P+"
"27095";"149445561353908224";"@lamojigatacafe";"AGREEMENT";"P+"
"27096";"149455389778395137";;"DISAGREEMENT";"NEU"
"27097";"149457619906592769";;"AGREEMENT";"NONE"
"27098";"149457963164246016";;"AGREEMENT";"NONE"
"27099";"149458530758426624";;"AGREEMENT";"NONE"
"27100";"149473645817905152";;"AGREEMENT";"P+"
"27101";"149473645817905152";"Víctor";"AGREEMENT";"P+"
"27102";"149473645817905152";"@_Clinica_Galvez";"AGREEMENT";"P+"
"27103";"149474253077622784";;"AGREEMENT";"P+"
"27104";"149474253077622784";"Anna";"AGREEMENT";"P+"
"27105";"149506575139225603";;"AGREEMENT";"N"
"27106";"149506575139225603";"Twitter";"AGREEMENT";"N"
"27107";"149508484705161217";;"AGREEMENT";"N+"
"27108";"149511807164366848";;"AGREEMENT";"P"
"27109";"149511807164366848";"@ihenriquezluna";"AGREEMENT";"P"
"27110";"149511807164366848";"@gemasanzs";"AGREEMENT";"P"
"27111";"149511807164366848";"@EvaPiera_Madrid";"AGREEMENT";"P"
"27112";"149511807164366848";"@IdiazAyuso";"AGREEMENT";"P"
"27113";"149520042323738624";;"DISAGREEMENT";"P+"
"27114";"149539393907077121";;"AGREEMENT";"P+"
"27115";"149539393907077121";"@hora25";"AGREEMENT";"P+"
"27116";"149544369924485120";;"AGREEMENT";"N"
"27117";"149544369924485120";"Rubalcaba";"AGREEMENT";"N"
"27118";"149544930820366336";;"AGREEMENT";"P"
"27119";"149544930820366336";"C._Martinez";"AGREEMENT";"P"
"27120";"149545137574387712";;"AGREEMENT";"NEU"
"27121";"149549239465295873";;"DISAGREEMENT";"P"
"27122";"149549239465295873";"Rajoy";"AGREEMENT";"P+"
"27123";"149549239465295873";"Aznar";"AGREEMENT";"N"
"27124";"149549239465295873";"Zapatero";"AGREEMENT";"N"
"27125";"149553093388931073";;"AGREEMENT";"NONE"
"27126";"149555294920380416";;"AGREEMENT";"NONE"
"27127";"149556372961370113";;"AGREEMENT";"NONE"
"27128";"149556729657556993";;"AGREEMENT";"N"
"27129";"149556729657556993";"Rajoy";"AGREEMENT";"N"
"27130";"149557182361387008";;"AGREEMENT";"N"
"27131";"149557182361387008";"Moncloa";"AGREEMENT";"N"
"27132";"149560285420720129";;"AGREEMENT";"NONE"
"27133";"149562758604660736";;"AGREEMENT";"P+"
"27134";"149562758604660736";"@MarAbad";"AGREEMENT";"P+"
"27136";"149565438530027520";"Ana_Botella";"AGREEMENT";"N"
"27135";"149565438530027520";;"AGREEMENT";"N"
"27137";"149565772648300545";;"AGREEMENT";"P+"
"27138";"149565772648300545";"Víctor_Gibello";"AGREEMENT";"P+"
"27139";"149568973296513025";;"AGREEMENT";"P+"
"27140";"149568973296513025";"Ana_Mato";"AGREEMENT";"P+"
"27141";"149568973296513025";"Asuntos_Sociales";"AGREEMENT";"P+"
"27142";"149576880641679360";;"AGREEMENT";"NONE"
"27143";"149579945474129921";;"AGREEMENT";"NONE"
"27144";"149580730681405440";;"AGREEMENT";"NONE"
"27145";"149581780930936832";;"AGREEMENT";"NONE"
"27146";"149583722734292992";;"AGREEMENT";"N"
"27147";"149593130516217856";;"AGREEMENT";"NEU"
"27148";"149605066859487234";;"AGREEMENT";"N+"
"27149";"149605066859487234";"Rajoy";"AGREEMENT";"N+"
"27150";"149605567181225985";;"AGREEMENT";"P+"
"27151";"149619561723990016";;"AGREEMENT";"NONE"
"27152";"149622783498911744";;"AGREEMENT";"NONE"
"27153";"149623532463210496";;"AGREEMENT";"P"
"27154";"149626072382709760";;"AGREEMENT";"NONE"
"27155";"149633085766504448";;"AGREEMENT";"P+"
"27156";"149633085766504448";"García-Margallo";"AGREEMENT";"P+"
"27157";"149633252439752704";;"AGREEMENT";"P+"
"27158";"149633252439752704";"@MarianoRajoy";"AGREEMENT";"P+"
"27159";"149633285746733056";;"DISAGREEMENT";"NEU"
"27160";"149633285746733056";"Bruselas";"AGREEMENT";"N+"
"27161";"149636453020876800";;"AGREEMENT";"P+"
"27162";"149636453020876800";"John_Kennedy";"AGREEMENT";"P"
"27163";"149637074440568832";;"AGREEMENT";"P+"
"27164";"149637074440568832";"P.E.";"AGREEMENT";"P+"
"27165";"149640609840373760";;"AGREEMENT";"N"
"27166";"149640609840373760";"Clos";"AGREEMENT";"N"
"27167";"149645572113051649";;"AGREEMENT";"P+"
"27168";"149645572113051649";"Sáenz_de_Santamaría";"AGREEMENT";"P+"
"27169";"149645572113051649";"Margallo";"AGREEMENT";"P+"
"27170";"149645572113051649";"Bruselas";"AGREEMENT";"P+"
"27171";"149645572113051649";"Bañez";"AGREEMENT";"P+"
"27172";"149645572113051649";"Mato";"AGREEMENT";"P+"
"27173";"149645572113051649";"Pastor";"AGREEMENT";"P+"
"27174";"149650565947854850";;"AGREEMENT";"NONE"
"27175";"149652713507008512";;"AGREEMENT";"P"
"27176";"149652713507008512";"Juan";"AGREEMENT";"P"
"27177";"149653680088563713";;"AGREEMENT";"N"
"27178";"149653680088563713";"@elmundoes";"AGREEMENT";"N"
"27179";"149653680088563713";"Pedro_J.";"AGREEMENT";"N"
"27180";"149658139065716736";;"AGREEMENT";"P+"
"27181";"149665832333623298";;"AGREEMENT";"P"
"27182";"149762062682300416";;"AGREEMENT";"NONE"
"27183";"149766426079674368";;"AGREEMENT";"P+"
"27184";"149770211795537921";;"AGREEMENT";"P+"
"27185";"149770211795537921";"@Intereconomia";"AGREEMENT";"P+"
"27186";"149770211795537921";"@Gato";"AGREEMENT";"P+"
"27187";"149770211795537921";"Cañas";"AGREEMENT";"P+"
"27188";"149770211795537921";"TD2";"AGREEMENT";"P+"
"27189";"149770923879317504";;"AGREEMENT";"P+"
"27190";"149770923879317504";"@TelediarioInter";"AGREEMENT";"P+"
"27191";"149770923879317504";"@Intereconomia";"AGREEMENT";"P+"
"27192";"149770923879317504";"@LosadaPescador";"AGREEMENT";"P+"
"27193";"149775973376724992";;"AGREEMENT";"NEU"
"27194";"149784514263134208";;"AGREEMENT";"NEU"
"27195";"149784514263134208";"España";"AGREEMENT";"NEU"
"27196";"149784514263134208";"Báñez";"AGREEMENT";"NEU"
"27197";"149784514263134208";"De_Guindos";"AGREEMENT";"NEU"
"27198";"149784514263134208";"Montoro";"AGREEMENT";"NEU"
"27199";"149785488117596161";;"AGREEMENT";"NONE"
"27200";"149794517313269760";;"AGREEMENT";"NONE"
"27201";"149799009467367424";;"AGREEMENT";"N"
"27202";"149799009467367424";"Estepona";"AGREEMENT";"P"
"27203";"149800355482443777";;"AGREEMENT";"NONE"
"27204";"149801498325430272";;"AGREEMENT";"N+"
"27205";"149801498325430272";"Rajoy";"AGREEMENT";"N+"
"27206";"149801984973737987";;"AGREEMENT";"N"
"27207";"149801984973737987";"Cooperación_Internacional";"AGREEMENT";"N"
"27208";"149808149120028672";;"AGREEMENT";"P"
"27209";"149808149120028672";"@mariviromero";"AGREEMENT";"P"
"27210";"149813226241130496";;"AGREEMENT";"P+"
"27211";"149813226241130496";"Soraya_Saez";"AGREEMENT";"P+"
"27212";"149813226241130496";"Santamaria";"AGREEMENT";"P+"
"27213";"149823441313345536";;"AGREEMENT";"P+"
"27214";"149823441313345536";"Jorge";"AGREEMENT";"P+"
"27215";"149825732351238144";;"AGREEMENT";"P+"
"27216";"149825732351238144";"Rajoy";"AGREEMENT";"P+"
"27217";"149825732351238144";"PP";"AGREEMENT";"P+"
"27218";"149832675094577152";;"AGREEMENT";"P"
"27219";"149832675094577152";"Nacho";"AGREEMENT";"P"
"27220";"149836483187048448";;"AGREEMENT";"NONE"
"27221";"149841084242083840";;"AGREEMENT";"P"
"27222";"149841084242083840";"@Gato_directo";"AGREEMENT";"P+"
"27223";"149841084242083840";"@Intereconomia";"AGREEMENT";"P+"
"27224";"149841084242083840";"@gaceta_es";"AGREEMENT";"P+"
"27225";"149853962097524736";;"DISAGREEMENT";"P"
"27226";"149853962097524736";"Comunidad_de_Madrid";"AGREEMENT";"P"
"27227";"149854523077312513";;"AGREEMENT";"P"
"27228";"149854523077312513";"De_Guindos";"AGREEMENT";"NEU"
"27229";"149864939056660480";;"AGREEMENT";"N+"
"27230";"149864939056660480";"AsambleaMadrid";"AGREEMENT";"N+"
"27231";"149869362545823746";;"AGREEMENT";"N"
"27232";"149869362545823746";"Jose_Ignacio_Wert";"DISAGREEMENT";"N"
"27233";"149872237674115072";;"AGREEMENT";"P"
"27234";"149872237674115072";"Manuel_Alcántara";"AGREEMENT";"P"
"27235";"149882740500742145";;"AGREEMENT";"P+"
"27236";"149882740500742145";"Malaga";"AGREEMENT";"P+"
"27237";"149882915117989890";;"AGREEMENT";"NONE"
"27238";"149888663722016768";;"AGREEMENT";"N"
"27239";"149888663722016768";"Andrea_Casiraghi";"AGREEMENT";"N"
"27240";"149896046959525889";;"AGREEMENT";"N"
"27241";"149896046959525889";"Mas-Colell";"AGREEMENT";"N"
"27242";"149898474647863296";;"AGREEMENT";"P+"
"27243";"149898474647863296";"@JuanraLucas";"AGREEMENT";"P+"
"27244";"149898474647863296";"@nobandforlluvia";"AGREEMENT";"P"
"27245";"149905243067531264";;"AGREEMENT";"P+"
"27246";"149910903633088513";;"AGREEMENT";"P+"
"27247";"149910903633088513";"@MarianoRajoy";"AGREEMENT";"P+"
"27248";"149911504081272833";;"AGREEMENT";"NONE"
"27249";"149924010719838209";;"AGREEMENT";"P"
"27250";"149924010719838209";"Margallo";"AGREEMENT";"P"
"27251";"149924010719838209";"Secretaría_de_Estado";"AGREEMENT";"P"
"27252";"149924010719838209";"Iberoamérica";"AGREEMENT";"P"
"27253";"149929385091272704";;"AGREEMENT";"NONE"
"27254";"149929827959443457";;"AGREEMENT";"NONE"
"27255";"149931694588305408";;"AGREEMENT";"P+"
"27256";"149931694588305408";"@Edurnity";"AGREEMENT";"P+"
"27257";"149931694588305408";"@Magitorras";"AGREEMENT";"P+"
"27258";"149932121870434304";;"AGREEMENT";"P"
"27259";"149932121870434304";"@TelediarioInter";"AGREEMENT";"P"
"27260";"149932947057811456";;"AGREEMENT";"P"
"27261";"149961363723264000";;"AGREEMENT";"NEU"
"27262";"149961363723264000";"PSOE";"AGREEMENT";"NEU"
"27263";"149961363723264000";"Carme_Chacón";"AGREEMENT";"NEU"
"27264";"149962270330470401";;"AGREEMENT";"NONE"
"27265";"149972440456507392";;"AGREEMENT";"N+"
"27266";"149972553782403072";;"AGREEMENT";"NONE"
"27267";"149972693821825024";;"AGREEMENT";"P+"
"27268";"149972693821825024";"@RaquelMartos";"AGREEMENT";"P+"
"27269";"149972693821825024";"@PaulaVazquezTV";"AGREEMENT";"P+"
"27270";"149975158763958273";;"AGREEMENT";"P"
"27271";"149975158763958273";"ADN";"AGREEMENT";"P"
"27272";"149975337407758337";;"AGREEMENT";"P"
"27273";"149975337407758337";"Repsol";"AGREEMENT";"P"
"27274";"149975337407758337";"SandRidge";"AGREEMENT";"P"
"27275";"149976060694507520";;"AGREEMENT";"N"
"27276";"149976060694507520";"Azaña";"AGREEMENT";"N"
"27277";"149980246203043840";;"AGREEMENT";"P+"
"27278";"149980246203043840";"@danimartinezweb";"AGREEMENT";"P+"
"27279";"149991560803651584";;"AGREEMENT";"P+"
"27280";"150007968337891328";;"AGREEMENT";"N"
"27281";"150010776592195585";;"DISAGREEMENT";"N"
"27282";"150010776592195585";"ADN";"DISAGREEMENT";"N"
"27283";"150018232139517952";;"AGREEMENT";"P"
"27284";"150018232139517952";"@edurneclubfans";"AGREEMENT";"P+"
"27285";"150077371020615681";;"AGREEMENT";"P+"
"27286";"150110997770797056";;"DISAGREEMENT";"NEU"
"27287";"150110997770797056";"PSOE";"DISAGREEMENT";"NEU"
"27288";"150127197309509632";;"AGREEMENT";"N"
"27289";"150127197309509632";"EEUU";"AGREEMENT";"N"
"27290";"150127197309509632";"Iraq";"AGREEMENT";"N"
"27291";"150131759932112896";;"AGREEMENT";"P+"
"27292";"150140235911675904";;"AGREEMENT";"P"
"27293";"150140235911675904";"@Soastec";"AGREEMENT";"P"
"27294";"150140235911675904";"@Blocdeesbozos";"AGREEMENT";"P"
"27295";"150140235911675904";"@jakarrion";"AGREEMENT";"P"
"27296";"150140235911675904";"@mariviromero";"AGREEMENT";"P"
"27297";"150140235911675904";"@javiercreanto";"AGREEMENT";"P"
"27298";"150147784387997697";;"AGREEMENT";"P+"
"27299";"150152527093047296";;"AGREEMENT";"NONE"
"27300";"150159692746854401";;"AGREEMENT";"N"
"27301";"150159692746854401";"Rajoy";"AGREEMENT";"N"
"27302";"150159692746854401";"Bildu";"AGREEMENT";"N"
"27303";"150159692746854401";"ETA";"AGREEMENT";"N"
"27304";"150160951356833792";;"AGREEMENT";"P+"
"27305";"150161423761276928";;"AGREEMENT";"P"
"27306";"150161423761276928";"@davfernandez";"AGREEMENT";"P"
"27307";"150161423761276928";"@sanchez_sonia";"AGREEMENT";"P"
"27308";"150161423761276928";"@mtascon";"AGREEMENT";"P"
"27309";"150161423761276928";"@Virginiapalonso";"AGREEMENT";"P"
"27310";"150161423761276928";"@SIntxaurrondo";"AGREEMENT";"P"
"27311";"150161971969396736";;"AGREEMENT";"P+"
"27312";"150161971969396736";"@sanchez_sonia";"AGREEMENT";"P+"
"27313";"150164088155156480";;"AGREEMENT";"P"
"27314";"150165809321349120";;"AGREEMENT";"P+"
"27315";"150165809321349120";"@EvenCon";"AGREEMENT";"P+"
"27316";"150165809321349120";"@mariviromero";"AGREEMENT";"P+"
"27317";"150165809321349120";"@Gemmadelcorral";"AGREEMENT";"P+"
"27318";"150167668849262592";;"AGREEMENT";"NEU"
"27319";"150173299693985792";;"AGREEMENT";"P"
"27320";"150174956687339521";;"AGREEMENT";"N"
"27321";"150179308370014208";;"AGREEMENT";"P+"
"27322";"150179308370014208";"@CarmeChaparro";"AGREEMENT";"P+"
"27323";"150179440297644033";;"AGREEMENT";"N"
"27324";"150179440297644033";"Mas";"AGREEMENT";"N"
"27325";"150182696969175040";;"DISAGREEMENT";"NEU"
"27326";"150182696969175040";"Twitter";"AGREEMENT";"P"
"27327";"150182696969175040";"Xabi";"AGREEMENT";"N"
"27328";"150182696969175040";"@van_oli_";"AGREEMENT";"N"
"27329";"150182696969175040";"@aarbeloa17";"AGREEMENT";"N"
"27330";"150183423246483457";;"AGREEMENT";"NONE"
"27331";"150188166048006144";;"AGREEMENT";"NONE"
"27332";"150189808411607041";;"AGREEMENT";"NONE"
"27333";"150190711403327488";;"AGREEMENT";"NONE"
"27334";"150191161267589120";;"AGREEMENT";"NONE"
"27335";"150196155362443264";;"AGREEMENT";"NONE"
"27336";"150196450993774592";;"AGREEMENT";"P"
"27337";"150196450993774592";"Iberocio";"AGREEMENT";"P"
"27338";"150196450993774592";"La_Copa_Davis";"AGREEMENT";"P"
"27339";"150196450993774592";"Badajoz";"AGREEMENT";"N"
"27340";"150196718506487809";;"AGREEMENT";"P+"
"27341";"150196808784683008";;"AGREEMENT";"P"
"27342";"150198405271011328";;"DISAGREEMENT";"NEU"
"27343";"150198577593974784";;"AGREEMENT";"P"
"27344";"150202499440197633";;"AGREEMENT";"NEU"
"27345";"150202499440197633";"Santamaría";"AGREEMENT";"NEU"
"27346";"150203470736142336";;"DISAGREEMENT";"N"
"27347";"150203470736142336";"Rajoy";"AGREEMENT";"N+"
"27348";"150203470736142336";"Santamaria";"AGREEMENT";"P"
"27349";"150203589938257920";;"AGREEMENT";"N"
"27350";"150207398886383617";;"AGREEMENT";"N"
"27351";"150208314259668992";;"AGREEMENT";"P+"
"27352";"150208314259668992";"@universomartina";"AGREEMENT";"P+"
"27353";"150214217386037248";;"AGREEMENT";"NONE"
"27354";"150214903922294784";;"AGREEMENT";"P+"
"27355";"150223485459890176";;"AGREEMENT";"P+"
"27356";"150223485459890176";"ELMUNDO.es";"AGREEMENT";"P+"
"27357";"150227280868806656";;"AGREEMENT";"N"
"27358";"150233769981386752";;"AGREEMENT";"P+"
"27359";"150233769981386752";"@Berto_Romero";"AGREEMENT";"P"
"27360";"150233769981386752";"@Buenafuente";"AGREEMENT";"P"
"27361";"150233769981386752";"@ana_morgade";"AGREEMENT";"P"
"27362";"150233769981386752";"@josecorbacho";"AGREEMENT";"P"
"27363";"150233769981386752";"Terrat_Pack";"AGREEMENT";"P+"
"27364";"150236827641589760";;"AGREEMENT";"P+"
"27365";"150236827641589760";"@Euclentejas";"AGREEMENT";"NEU"
"27366";"150236827641589760";"@Tonicanto1";"AGREEMENT";"NEU"
"27367";"150253961096593408";;"AGREEMENT";"NONE"
"27368";"150256209558122496";;"DISAGREEMENT";"NONE"
"27369";"150263507181502464";;"AGREEMENT";"NONE"
"27370";"150265395218092032";;"AGREEMENT";"P"
"27371";"150266487704268800";;"DISAGREEMENT";"N"
"27372";"150268400772464640";;"AGREEMENT";"P+"
"27373";"150268400772464640";"@informativost5";"AGREEMENT";"P+"
"27374";"150268400772464640";"@La_Ser";"AGREEMENT";"P"
"27375";"150275702355271683";;"AGREEMENT";"P+"
"27376";"150276814454005760";;"AGREEMENT";"N"
"27377";"150276814454005760";"Papá_Noel";"AGREEMENT";"N"
"27378";"150277328323354624";;"AGREEMENT";"N"
"27379";"150277328323354624";"Bildu";"AGREEMENT";"N"
"27380";"150277542870388737";;"AGREEMENT";"N"
"27381";"150277542870388737";"Generalitat";"AGREEMENT";"N"
"27382";"150287550060302336";;"AGREEMENT";"P+"
"27383";"150287550060302336";"@La_Ser";"AGREEMENT";"P+"
"27384";"150287550060302336";"@informativost5";"AGREEMENT";"P+"
